Date,Title,Location,Time,Description,Category,Audience
"Thursday July 9, 2026",Book Sale,BLUE DIAMOND LIBRARY,2:00pm - 6:00pm,Shop our annual Library District Foundation Summer Challenge Book Sale to enjoy unbeatable deals! All items in the bookstore are $.25.,Community Events,"Tweens, Toddlers, Teens, Seniors, Preschoolers, Kids, Babies, Adults"
"Thursday July 9, 2026",Take and Make,BLUE DIAMOND LIBRARY,2:00pm - 6:00pm,"Need something to do this summer? Come pick up this kit which includes hiking and walking best practices, spending time outside, places to visit, types of flora and fauna outside, and more!",Education & Literacy • Environment & Nature • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids, Adults Page 52 of 193 --footer-line"
"Thursday July 9, 2026",Adult Game Retreat,INDIAN SPRINGS LIBRARY,2:00pm - 4:00pm,"While the kids are away, the adults can come play! Bring your own game or play one of ours, but come enjoy our air conditioned space and big tables for some board- and card games!",Games,Adults
"Thursday July 9, 2026",Coloring for Adults,MESQUITE LIBRARY,2:30pm - 3:30pm,Join us for a relaxing session of coloring intricate and meditative designs of various artists. Supplies provided!,"Arts, Crafts & Hobbies","Seniors, Adults"
"Thursday July 9, 2026",Meet Up to Eat Up,WHITNEY LIBRARY,2:30pm - 4:30pm,Join Whitney Library in the children's area for free meals for children ages 2-18. Food is provided by Three Square Food Bank.,Community Events,"Tweens, Toddlers, Teens, Preschoolers, Kids"
"Thursday July 9, 2026",Teen Scene,MESQUITE LIBRARY,3:00pm - 5:00pm,"Looking for a place to hang out, get creative and have fun? Teen Scene is where it's at! Bring your friends, make something awesome, and show off your style. Ages 12-17/Grades 6-12","Arts, Crafts & Hobbies • Games • STEAM","Tweens, Teens"
"Thursday July 9, 2026",Meet Up and Eat Up,ENTERPRISE LIBRARY,3:00pm - 5:00pm,Join Enterprise Library in the children's area for free meals for children ages 3-18. Food is provided by Three Square Food Bank.,Community Events • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids, Babies"
"Thursday July 9, 2026",Reading Buddies,SPRING VALLEY LIBRARY,3:00pm - 5:00pm,Need a little extra help with reading this summer? Kids in grades K-5 are invited to come practice with our teen volunteers! Same-day registration is recommended.,Education & Literacy,Kids
"Thursday July 9, 2026",Sip Happens,WINDMILL LIBRARY,3:00pm - 4:00pm,"Teens, come by and enjoy a cup of fresh tea!",Environment & Nature,Teens
"Thursday July 9, 2026",Family Book Bingo,BLUE DIAMOND LIBRARY,3:30pm - 5:00pm,"Family, come to the library for book bingo! Everyone will receive a free book or an item from the bookstore. Winners will get some cool prizes!",Games,"Tweens, Toddlers, Teens, Seniors, Preschoolers, Kids, Adults"
"Thursday July 9, 2026",Game Night,WEST CHARLESTON LIBRARY,3:30pm - 5:30pm,Join us every Thursday from 3:30 pm - 5:30 pm for an exciting time of fun and friendly competition. Hang out and meet fellow teenagers as you challenge your skills in video games and board games.,Games,Teens
"Thursday July 9, 2026",Teen Tech Thursday,WEST LAS VEGAS LIBRARY,3:30pm - 5:30pm,"Students in grades 6-12 are invited to dive into video games, jump into VR worlds, and explore new tech during Teen Tech Thursdays.",Computers & Technology,Teens Page 53 of 193 --footer-line REGISTERED EVENT
"Thursday July 9, 2026",Yoga at the Library,CENTENNIAL HILLS LIBRARY,4:00pm - 5:00pm,Join us for this free yoga class in partnership with Yoga for Life Las Vegas.,Health & Wellness,Adults
"Thursday July 9, 2026",STEAM Activities for Kids,MESQUITE LIBRARY,4:00pm - 5:00pm,"Participate each week in a fun, hands-on Science, Technology, Engineering, Art, or Math activity! Geared towards school-age children (grades K-5).",Computers & Technology • Education & Literacy • STEAM,"Tweens, Kids"
"Thursday July 9, 2026",Intro to Machine Sewing and Safety,SUNRISE LIBRARY,4:00pm - 6:00pm,"Get hands-on experience with the Janome MOD-19 sewing machine! In this beginner class, you'll learn how to thread the machine, wind a bobbin, sew with confidence, and use the machine safely.","Arts, Crafts & Hobbies","Teens, Seniors, Adults"
"Thursday July 9, 2026",Teen Writing Workshop #1,CENTENNIAL HILLS LIBRARY,4:00pm - 5:00pm,"Are you an aspiring novelist, poet, or someone who loves writing fan fiction? Perfect your craft at our writing workshop.","Books, Poetry & Writing",Teens
"Thursday July 9, 2026",Craftopia,WEST LAS VEGAS LIBRARY,4:00pm - 5:00pm,Join us on Thursday afternoons for an hour of fun crafts and activities that will be enjoyable for the whole family.,"Arts, Crafts & Hobbies","Tweens, Preschoolers, Kids"
"Thursday July 9, 2026",Journal your way!,RAINBOW LIBRARY,4:00pm - 5:00pm,Are you interested in different forms of journaling? Join us on Thursday afternoons for a journaling workshop.,"Books, Poetry & Writing","Teens, Adults"
"Thursday July 9, 2026",Teen Thursday,SAHARA WEST LIBRARY,4:00pm - 5:30pm,Chat and craft with other teens at the library!,"Arts, Crafts & Hobbies",Teens
"Thursday July 9, 2026",Summer Tutoring,ENTERPRISE LIBRARY,4:00pm - 6:00pm,"Enterprise Library is offering free summer tutoring services for youth in grades K-12. Our tutor can assist with Reading, Writing, and Math!",Education & Literacy,"Tweens, Teens, Kids"
"Thursday July 9, 2026",Keroppi's Birthday Party!,CLARK COUNTY LIBRARY,4:00pm - 5:00pm,It's Keroppi's birthday! Let's celebrate together with crafts and games! For children ages 6 and up.,"Arts, Crafts & Hobbies","Tweens, Kids"
"Thursday July 9, 2026",Club STEAM,ENTERPRISE LIBRARY,4:30pm - 5:30pm,"Explore, create, and problem-solve using technology at Enterprise Library! For youth in grades K-5th.",STEAM,Kids Page 54 of 193 --footer-line
"Thursday July 9, 2026",Meet Up and Eat Up,EAST LAS VEGAS LIBRARY,4:30pm - 5:30pm,Join East Las Vegas Library in the children's area for free meals for children ages 3-18. Food is provided by Three Square Food Bank.,Community Events • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids, Babies"
"Thursday July 9, 2026",Design Your Own Pencil Pouch,EAST LAS VEGAS LIBRARY,4:30pm - 5:30pm,"Go back to school in style with you own decorated pencil pouch. We will provide the pencil pouch as well as paint, markers, and stencils to decorate with.","Arts, Crafts & Hobbies",Teens School Age Program: Open Arts &
"Thursday July 9, 2026",Crafts,WEST CHARLESTON LIBRARY,4:30pm - 5:30pm,Children ages 6-11 and their families are welcome to join us for an afternoon of arts and crafts.,"Arts, Crafts & Hobbies",Kids
"Thursday July 9, 2026",Teen Hangout,GOODSPRINGS LIBRARY,5:00pm - 6:45pm,"Teens in grades 6th-12th (ages 12-18) are welcome to hangout in the library to socialize, play games, watch movies, and more.","Arts, Crafts & Hobbies • Entertainment & Theater • Games","Tweens, Teens"
"Thursday July 9, 2026",DJ Workshop,EAST LAS VEGAS LIBRARY,5:00pm - 6:00pm,Only good times learning the basics of mixing on DJ controllers in this workshop. Want to practice what you've learned after or prep for a gig? Use our DJ controllers any day & time our lab is open!,"Arts, Crafts & Hobbies • Computers & Technology • Entertainment & Theater","Teens, Seniors, Adults"
"Thursday July 9, 2026",Mythologies with a Twist,INDIAN SPRINGS LIBRARY,5:00pm - 6:00pm,Writers of all levels are invited to join Vogue in a series of exploration and reimagining of these time-honored stories.,"Books, Poetry & Writing","Seniors, Adults"
"Thursday July 9, 2026",Board of Trustees Meeting,CLARK COUNTY LIBRARY,5:00pm - 6:00pm,All monthly Board of Trustees Meetings are open to the public. This meeting will also be streamed on the Library District YouTube Channel.,Community Events,Adults REGISTERED EVENT Creative Art Series: Make Your Own
"Thursday July 9, 2026",Fairy Doors,WEST CHARLESTON LIBRARY,5:00pm - 6:00pm,Let your imagination lead the way as we create miniature fairy doors from simple materials to inspire curiosity in the garden or on a shelf. Registration required. Please call 702.507.3941.,"Arts, Crafts & Hobbies","Seniors, Adults"
"Thursday July 9, 2026",Tweens Takeover the Teen Zone,SPRING VALLEY LIBRARY,5:00pm - 6:00pm,Tweens ages 8-12 are invited to take over the Teen Zone and create their own gooey slime!,Games,Tweens REGISTERED EVENT
"Thursday July 9, 2026",Solo Recording 101,WEST LAS VEGAS LIBRARY,5:00pm - 6:00pm,"Learn how to go from step zero, to setting up a session, to pressing record in a state-of-the-art facility.","Arts, Crafts & Hobbies • Entertainment & Theater","Teens, Adults Page 55 of 193 --footer-line"
"Thursday July 9, 2026",Paint Party,MOAPA VALLEY LIBRARY,5:00pm - 7:00pm,"Come paint with your friends. Registration is required, please contact the branch for more information.","Arts, Crafts & Hobbies",Adults
"Thursday July 9, 2026",Alcoholics Anonymous,LAUGHLIN LIBRARY,5:30pm - 6:30pm,AA is a fellowship of folks who come together to solve their drinking problem. It does not cost anything to attend these meetings. Membership is open to anyone.,Health & Wellness • Lectures & Conversations,"Teens, Seniors, Adults The Las Vegas Artists' Guild: A New"
"Thursday July 9, 2026","Day, a New Dawn",WHITNEY LIBRARY,5:30pm - 7:00pm,"You are invited to the opening gallery reception at Whitney Library on Thursday, July 9 from 5:30 p.m. to 7 p.m.","Arts, Crafts & Hobbies","Teens, Seniors, Adults"
"Thursday July 9, 2026",Social Justice Club,WHITNEY LIBRARY,6:00pm - 7:30pm,"Join us for thoughtful discussions of books that explore inequality, identity, power, and social change. We read literature that challenges perspectives and encourages reflection and connection.","Books, Poetry & Writing • Education & Literacy","Teens, Adults REGISTERED EVENT"
"Thursday July 9, 2026",Editing Video in Davinci Resolve,EAST LAS VEGAS LIBRARY,6:00pm - 7:30pm,Learn to edit your video content in Davinci Resolve. We will be editing a short video during this class and you will walk away understanding how to get started in this free yet powerful software. 15+,"Arts, Crafts & Hobbies • Business, Career, & Finance • Computers & Technology ...","Teens, Adults"
"Friday July 10, 2026",Classes,SPRING VALLEY LIBRARY,12:00am - 11:59pm,"We are starting a new round of ESL classes at the Spring Valley Library! Before registering for Adult Learning Program ESL classes, all new students must complete a placement test.",Education & Literacy,Adults Pre-Testing For Sahara West ESL
"Friday July 10, 2026",Classes,SAHARA WEST LIBRARY,12:00am - 11:59pm,"We are starting a new round of ESL classes at the Sahara West Library! Before registering for Adult Learning Program ESL classes, all new students must complete a placement test.",Education & Literacy,Adults
"Friday July 10, 2026",Family Storytime,MESQUITE LIBRARY,10:00am - 10:30am,"Kids ages 0-5 years old enjoy songs, nursery rhymes, stories, and fingerplays with their favorite adult.",Education & Literacy • Storytime,"Toddlers, Preschoolers, Kids, Babies"
"Friday July 10, 2026",Scavenger Hunt,RAINBOW LIBRARY,10:00am - 5:45pm,How good are you at finding things? Come to the kids' area in Rainbow Library at any time of the day to have fun testing your observation skills with our popular scavenger hunt!,Games,"Tweens, Toddlers, Teens, Preschoolers, Kids, Babies"
"Friday July 10, 2026",Scavenger Hunt,ENTERPRISE LIBRARY,10:00am - 6:00pm,Join us at Enterprise Library for our Looking for a Legend Scavenger Hunt! An exciting adventure designed to spark kids' love for books! For youth ages 3 to 17 years old.,Community Events,"Tweens, Toddlers, Teens, Preschoolers, Kids Page 56 of 193 --footer-line"
"Friday July 10, 2026",English Conversation Workshop,EAST LAS VEGAS LIBRARY,10:00am - 12:00pm,English conversation practice for adults,Education & Literacy • Lectures & Conversations,"Seniors, Adults Nevada Medicaid Application"
"Friday July 10, 2026",Assistance,MESQUITE LIBRARY,10:30am - 2:00pm,Canyonlands Healthcare community workers offer assistance with Medicaid applications.,Community Events • Health & Wellness • Lectures & Conversations,"Seniors, Adults"
"Friday July 10, 2026",Preschool Storytime,SUNRISE LIBRARY,10:30am - 11:00am,"Storytime for children ages three to five. Includes stories, songs, and much more to build literacy skills and help children develop a love for books.",Education & Literacy • Storytime,Preschoolers REGISTERED EVENT
"Friday July 10, 2026",Little Books and Little Cooks,WEST CHARLESTON LIBRARY,10:30am - 12:00pm,Join staff from UNR Extension for a parenting education workshop series designed to teach healthy eating and nutrition to preschool children (ages 3-5 years old) and their parents.,Health & Wellness,Preschoolers CANCELLED EVENT
"Friday July 10, 2026",Family Storytime,GOODSPRINGS LIBRARY,10:30am - 11:00am,"Stories, singing, dancing, and more for kids ages 0-11 and their caregivers.",Storytime,"Toddlers, Preschoolers, Kids, Babies"
"Friday July 10, 2026",Storytime: Rainbows,MT. CHARLESTON LIBRARY,10:30am - 11:15am,"Come join us as we read books, sing songs, and play games that stretch our imaginations!",Storytime,"Toddlers, Preschoolers, Kids, Babies"
"Friday July 10, 2026","Storytime, Snacks & Conversation",CENTENNIAL HILLS LIBRARY,10:30am - 11:30am,Join us for a Storytime and quick conversation about your library experience.,Storytime,"Tweens, Toddlers, Preschoolers, Kids, Babies, Adults"
"Friday July 10, 2026",English Conversation Class,CLARK COUNTY LIBRARY,10:30am - 12:30pm,Looking to communicate better in English? Join us for this free class which will help you communicate in basic English and practice speaking with others.,Education & Literacy,Adults
"Friday July 10, 2026",Yoga at the Library,WINDMILL LIBRARY,10:30am - 11:30am,Join us for this free kids' yoga class in partnership with Yoga for Life Las Vegas.,Health & Wellness,Kids Page 57 of 193 --footer-line
"Friday July 10, 2026",American Red Cross Blood Drive,CENTENNIAL HILLS LIBRARY,11:00am - 4:30pm,Every two seconds someone in the U.S. needs blood. Help save lives & stabilize the local supply for our community during this blood drive with American Red Cross.,Health & Wellness,Adults
"Friday July 10, 2026",Scrapbook Meetup,SUMMERLIN LIBRARY,11:00am - 3:00pm,Join like-minded scrapbook enthusiasts during this once-a-month meetup.,"Arts, Crafts & Hobbies","Seniors, Adults"
"Friday July 10, 2026",Craft Junkies,SUNRISE LIBRARY,11:00am - 12:00pm,"Looking for a place to meet up with other Craft Junkies? Come in, listen to music, chat, and work on a unique project on the second Friday of each month.","Arts, Crafts & Hobbies",Adults Three Square Senior Community
"Friday July 10, 2026",Lunch & Social Hour,WHITNEY LIBRARY,11:00am - 2:00pm,"Join us for lunch and fun socialization for seniors 60 and over. Meals are on a first come, first served basis, while supplies last.",Community Events • Health & Wellness,Seniors
